input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,thumbnail,timezone,price_range,order_online,complete_address,iddesa_batas,kode_kecamatan
a1b862b7-f3dd-4080-8d73-191b75975673,https://www.google.com/maps/place/Simetri+Cafe+Mks/data=!4m7!3m6!1s0x2dbee35431c416dd:0xcb7e66f7d3803950!8m2!3d-5.1555995!4d119.4300979!16s%2Fg%2F11ldx59rj9!19sChIJ3RbEMVTjvi0RUDmA0_dmfss?authuser=0&hl=en&rclk=1,simetri cafe mks,Cafe,"Jl. Rappocini Raya No.109A, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222","{""Friday"":[""9.00 am–10.00 pm""],""Monday"":[""9.00 am–10.00 pm""],""Saturday"":[""9.00 am–12.00 pm""],""Sunday"":[""9.00 am–9.00 pm""],""Thursday"":[""9.00 am–10.00 pm""],""Tuesday"":[""9.00 am–10.00 pm""],""Wednesday"":[""9.00 am–10.00 pm""]}","{""Friday"":{""10"":10,""11"":8,""12"":10,""13"":8,""14"":10,""15"":22,""16"":39,""17"":54,""18"":72,""19"":85,""20"":100,""21"":94,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":14},""Monday"":{""10"":16,""11"":14,""12"":10,""13"":6,""14"":12,""15"":17,""16"":31,""17"":18,""18"":22,""19"":41,""20"":71,""21"":85,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":8},""Saturday"":{""10"":4,""11"":5,""12"":0,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":6},""Sunday"":{""10"":24,""11"":13,""12"":9,""13"":9,""14"":21,""15"":22,""16"":24,""17"":22,""18"":33,""19"":52,""20"":64,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":14},""Thursday"":{""10"":6,""11"":2,""12"":1,""13"":1,""14"":2,""15"":8,""16"":8,""17"":18,""18"":24,""19"":48,""20"":67,""21"":71,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":8},""Tuesday"":{""10"":4,""11"":1,""12"":1,""13"":5,""14"":12,""15"":14,""16"":17,""17"":17,""18"":25,""19"":48,""20"":72,""21"":71,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":5},""Wednesday"":{""10"":18,""11"":8,""12"":2,""13"":4,""14"":4,""15"":6,""16"":13,""17"":14,""18"":24,""19"":29,""20"":37,""21"":44,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":22}}",,0821-8923-3381,"RCVJ+Q2 Bua Kana, Makassar City, South Sulawesi",76,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":76}",-5.1556,119.430098,https://lh5.googleusercontent.com/p/AF1QipOaEtG2Y3Lb-bMPvB1NHSBSCarlvT7DjLbB7sqy=w408-h544-k-no,Asia/Makassar,Rp 1–25.000,,"{""borough"":""Bua Kana, Rappocini"",""street"":""Jl. Rappocini Raya No.109A"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031008,7371031
9f9df669-eaf0-4928-a13f-cddf4346d781,https://www.google.com/maps/place/Agen+Xamthone+Plus+Makassar/data=!4m7!3m6!1s0x2dbee2beb6ee7f75:0x36f2486e5f773113!8m2!3d-5.155847!4d119.436539!16s%2Fg%2F1pzshg5t3!19sChIJdX_utr7ivi0REzF3X25I8jY?authuser=0&hl=en&rclk=1,agen xamthone plus makassar,Herb shop,"JL. A. P. Pettarani, No. 61, Bua Kana, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""8.00 am–8.00 pm""],""Monday"":[""8.00 am–8.00 pm""],""Saturday"":[""8.00 am–8.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–8.00 pm""],""Tuesday"":[""8.00 am–8.00 pm""],""Wednesday"":[""8.00 am–8.00 pm""]}","{""Friday"":{""10"":16,""11"":16,""12"":0,""13"":8,""14"":0,""15"":8,""16"":25,""17"":50,""18"":25,""19"":16,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":8},""Monday"":{""10"":25,""11"":50,""12"":75,""13"":33,""14"":16,""15"":0,""16"":0,""17"":16,""18"":33,""19"":66,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""10"":100,""11"":66,""12"":41,""13"":33,""14"":50,""15"":33,""16"":25,""17"":41,""18"":16,""19"":16,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":58,""9"":83},""Sunday"":{},""Thursday"":{""10"":50,""11"":41,""12"":33,""13"":25,""14"":41,""15"":41,""16"":66,""17"":33,""18"":16,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":25,""9"":33},""Tuesday"":{""10"":0,""11"":8,""12"":25,""13"":25,""14"":25,""15"":33,""16"":50,""17"":41,""18"":75,""19"":83,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":25,""9"":8},""Wednesday"":{""10"":50,""11"":50,""12"":33,""13"":8,""14"":8,""15"":8,""16"":25,""17"":50,""18"":25,""19"":8,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":66,""9"":41}}",,0811-445-084,"RCVP+MJ Bua Kana, Makassar City, South Sulawesi",0,0.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-5.155847,119.436539,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T4wGKSjr9_Q3TH5Qm_2PjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.39658&pitch=0&thumbfov=100,Asia/Makassar,,,"{""borough"":""Bua Kana, Makassar"",""street"":""JL. A. P. Pettarani, No. 61"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031008,7371031
a1b862b7-f3dd-4080-8d73-191b75975673,https://www.google.com/maps/place/Daun+Coffee+Monginsidi/data=!4m7!3m6!1s0x2dbee313d767c627:0xccd863a8cd6f7a25!8m2!3d-5.1493706!4d119.4274645!16s%2Fg%2F11j7jl9ngl!19sChIJJ8Zn1xPjvi0RJXpvzahj2Mw?authuser=0&hl=en&rclk=1,daun coffee monginsidi,Cafe,"komp. Ruko Puri Mutiara, Jl. Monginsidi Baru No.1, Rappocini, Makassar City, South Sulawesi 90222","{""Friday"":[""9.00 am–1.00 am""],""Monday"":[""9.00 am–1.00 am""],""Saturday"":[""9.00 am–1.00 am""],""Sunday"":[""9.00 am–1.00 am""],""Thursday"":[""9.00 am–1.00 am""],""Tuesday"":[""9.00 am–1.00 am""],""Wednesday"":[""9.00 am–1.00 am""]}","{""Friday"":{""0"":32,""10"":9,""11"":13,""12"":17,""13"":21,""14"":23,""15"":24,""16"":26,""17"":28,""18"":31,""19"":36,""20"":44,""21"":53,""22"":56,""23"":50,""6"":0,""7"":0,""8"":0,""9"":7},""Monday"":{""0"":29,""10"":9,""11"":11,""12"":14,""13"":17,""14"":18,""15"":20,""16"":22,""17"":23,""18"":25,""19"":29,""20"":36,""21"":44,""22"":48,""23"":45,""6"":0,""7"":0,""8"":0,""9"":6},""Saturday"":{""0"":68,""10"":15,""11"":18,""12"":19,""13"":19,""14"":21,""15"":23,""16"":26,""17"":29,""18"":33,""19"":42,""20"":60,""21"":83,""22"":100,""23"":96,""6"":0,""7"":0,""8"":0,""9"":10},""Sunday"":{""0"":28,""10"":4,""11"":6,""12"":8,""13"":11,""14"":13,""15"":15,""16"":17,""17"":19,""18"":22,""19"":28,""20"":37,""21"":46,""22"":50,""23"":44,""6"":0,""7"":0,""8"":0,""9"":2},""Thursday"":{""0"":30,""10"":9,""11"":13,""12"":17,""13"":22,""14"":25,""15"":26,""16"":26,""17"":26,""18"":27,""19"":31,""20"":39,""21"":49,""22"":54,""23"":48,""6"":0,""7"":0,""8"":0,""9"":6},""Tuesday"":{""0"":28,""10"":12,""11"":15,""12"":17,""13"":19,""14"":19,""15"":20,""16"":22,""17"":25,""18"":28,""19"":33,""20"":40,""21"":48,""22"":51,""23"":45,""6"":0,""7"":0,""8"":0,""9"":9},""Wednesday"":{""0"":26,""10"":9,""11"":12,""12"":16,""13"":19,""14"":22,""15"":23,""16"":23,""17"":24,""18"":26,""19"":30,""20"":38,""21"":45,""22"":48,""23"":42,""6"":0,""7"":0,""8"":0,""9"":6}}",,(0411) 451451,"VC2G+7X Rappocini, Makassar City, South Sulawesi",962,4.6,"{""1"":29,""2"":18,""3"":45,""4"":169,""5"":701}",-5.149371,119.427464,https://lh5.googleusercontent.com/p/AF1QipNsQBo_8q9Khefk7H2Rp9g3A3gvivzSwE5FELTD=w408-h306-k-no,Asia/Makassar,Rp 25–50K,,"{""borough"":""Rappocini"",""street"":""komp. Ruko Puri Mutiara, Jl. Monginsidi Baru No.1"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031009,7371031
a3f39cd3-b9af-4647-a544-aeb050afa744,https://www.google.com/maps/place/PAPRIK%22perfume+shop%22/data=!4m7!3m6!1s0x2dbee399484821c9:0x4e08b11acbb0e3de!8m2!3d-5.1693012!4d119.4474736!16s%2Fg%2F11k0x806qj!19sChIJySFISJnjvi0R3uOwyxqxCE4?authuser=0&hl=en&rclk=1,"paprik""perfume shop""",Perfume store,"Jl. Tamalate IV No.138, Kassi-Kassi, Rappocini, Makassar City, South Sulawesi 90222","{""Friday"":[""10.00 am–2.00 am""],""Monday"":[""10.00 am–1.00 am""],""Saturday"":[""10.00 am–2.00 am""],""Sunday"":[""10.00 am–12.00 am""],""Thursday"":[""10.00 am–2.00 am""],""Tuesday"":[""10.00 am–2.00 am""],""Wednesday"":[""10.00 am–2.00 am""]}","{""Friday"":{""0"":21,""1"":47,""10"":36,""11"":31,""12"":21,""13"":26,""14"":26,""15"":31,""16"":21,""17"":26,""18"":52,""19"":47,""20"":42,""21"":42,""22"":21,""23"":21,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""0"":0,""10"":31,""11"":63,""12"":57,""13"":31,""14"":15,""15"":5,""16"":10,""17"":15,""18"":21,""19"":26,""20"":31,""21"":10,""22"":5,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""0"":21,""1"":21,""10"":0,""11"":0,""12"":5,""13"":10,""14"":31,""15"":31,""16"":47,""17"":26,""18"":21,""19"":10,""20"":15,""21"":15,""22"":21,""23"":42,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""10"":5,""11"":10,""12"":26,""13"":52,""14"":100,""15"":84,""16"":68,""17"":52,""18"":47,""19"":47,""20"":31,""21"":36,""22"":21,""23"":21,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""0"":47,""1"":21,""10"":10,""11"":10,""12"":10,""13"":21,""14"":10,""15"":5,""16"":5,""17"":5,""18"":15,""19"":42,""20"":84,""21"":68,""22"":52,""23"":31,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""0"":42,""1"":47,""10"":26,""11"":10,""12"":0,""13"":15,""14"":26,""15"":36,""16"":36,""17"":15,""18"":5,""19"":0,""20"":0,""21"":0,""22"":5,""23"":15,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""0"":0,""1"":5,""10"":10,""11"":26,""12"":36,""13"":15,""14"":10,""15"":10,""16"":10,""17"":26,""18"":36,""19"":57,""20"":57,""21"":47,""22"":26,""23"":10,""6"":0,""7"":0,""8"":0,""9"":0}}",,0821-9532-7775,"RCJW+7X Kassi-Kassi, Makassar City, South Sulawesi",5,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":5}",-5.169301,119.447474,https://lh5.googleusercontent.com/p/AF1QipPAR2pF31CDcAplDprlkXxbSGnN5E8dpqObh_nd=w426-h240-k-no,Asia/Makassar,,,"{""borough"":""Kassi-Kassi, Rappocini"",""street"":""Jl. Tamalate IV No.138"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031004,7371031
a3f39cd3-b9af-4647-a544-aeb050afa744,https://www.google.com/maps/place/Iye+Parfum/data=!4m7!3m6!1s0x2dbee2edf8a2c89d:0xdc9d98f1141d8604!8m2!3d-5.16864!4d119.446386!16s%2Fg%2F11b771s7w5!19sChIJncii-O3ivi0RBIYdFPGYndw?authuser=0&hl=en&rclk=1,iye parfum,Perfume store,"RCJW+GHR Iye Parfum, Jl. Bonto Daeng Ngirate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""8.00 am–10.30 pm""],""Monday"":[""8.00 am–10.30 pm""],""Saturday"":[""8.00 am–10.30 pm""],""Sunday"":[""8.00 am–10.30 pm""],""Thursday"":[""8.00 am–10.30 pm""],""Tuesday"":[""8.00 am–10.30 pm""],""Wednesday"":[""8.00 am–10.30 pm""]}","{""Friday"":{""10"":0,""11"":0,""12"":0,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":21,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":14,""11"":28,""12"":21,""13"":28,""14"":7,""15"":0,""16"":7,""17"":14,""18"":42,""19"":42,""20"":57,""21"":35,""22"":14,""23"":0,""6"":0,""7"":0,""8"":0,""9"":7},""Saturday"":{""10"":35,""11"":14,""12"":7,""13"":7,""14"":0,""15"":7,""16"":35,""17"":35,""18"":64,""19"":28,""20"":14,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":42,""9"":28},""Sunday"":{""10"":64,""11"":57,""12"":21,""13"":7,""14"":0,""15"":0,""16"":7,""17"":21,""18"":7,""19"":0,""20"":7,""21"":21,""22"":42,""23"":0,""6"":0,""7"":0,""8"":35,""9"":42},""Thursday"":{""10"":0,""11"":21,""12"":50,""13"":100,""14"":78,""15"":57,""16"":21,""17"":7,""18"":0,""19"":7,""20"":14,""21"":28,""22"":21,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""10"":14,""11"":21,""12"":21,""13"":7,""14"":7,""15"":7,""16"":14,""17"":14,""18"":14,""19"":14,""20"":35,""21"":21,""22"":28,""23"":0,""6"":0,""7"":0,""8"":21,""9"":28},""Wednesday"":{""10"":21,""11"":28,""12"":21,""13"":21,""14"":7,""15"":0,""16"":14,""17"":35,""18"":71,""19"":35,""20"":14,""21"":7,""22"":0,""23"":0,""6"":0,""7"":0,""8"":50,""9"":35}}",,0822-9252-3839,,1,4.0,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":0}",-5.16864,119.446386,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF8YnNKRdsdQw-uH8KUXrqFSiF0pfymcY6G4IIEQ3PDa9t0beL2rJKwbw8WvryoU8mCNdA2UgC2YRLlHoPc4oCQKwaJd9wcJMDAklSxJMKnd3l-xkPogDMJC0sgBR_1VVeZR8hwfxxCHOAfrDJDDgqYlNclskzXoJWfbYu4chYmOSYvw7aaDk-OsIDMoKRCHhY8PwA=w408-h306-k-no,Asia/Makassar,,,"{""borough"":""Bonto Makkio, Rappocini"",""street"":""RCJW+GHR, Jl. Bonto Daeng Ngirate"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031005,7371031
97432aae-4bc6-4f76-9a6f-4ed0e625ba8f,https://www.google.com/maps/place/Homecare+dan+Sunat+Modern+Makassar/data=!4m7!3m6!1s0x2dbee3e7f6493721:0x8a277f25a0e80af1!8m2!3d-5.1697775!4d119.4441201!16s%2Fg%2F11vppccwn7!19sChIJITdJ9ufjvi0R8QrooCV_J4o?authuser=0&hl=en&rclk=1,homecare dan sunat modern makassar,Medical office,"Jl. Monumen Emmy Saelan Lrg. 7, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":0,""1"":12,""10"":43,""11"":56,""12"":31,""13"":12,""14"":12,""15"":25,""16"":12,""17"":12,""18"":18,""19"":43,""2"":31,""20"":31,""21"":12,""22"":0,""23"":0,""3"":75,""4"":81,""5"":100,""6"":56,""7"":18,""8"":6,""9"":18},""Monday"":{""0"":6,""1"":12,""10"":0,""11"":6,""12"":12,""13"":25,""14"":12,""15"":12,""16"":18,""17"":62,""18"":87,""19"":100,""2"":6,""20"":50,""21"":37,""22"":18,""23"":6,""3"":6,""4"":25,""5"":62,""6"":81,""7"":62,""8"":25,""9"":6},""Saturday"":{""0"":37,""1"":18,""10"":50,""11"":62,""12"":75,""13"":68,""14"":68,""15"":31,""16"":18,""17"":18,""18"":43,""19"":43,""2"":25,""20"":43,""21"":25,""22"":37,""23"":25,""3"":43,""4"":31,""5"":18,""6"":12,""7"":6,""8"":6,""9"":18},""Sunday"":{""0"":0,""1"":0,""10"":25,""11"":12,""12"":0,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""2"":0,""20"":0,""21"":0,""22"":0,""23"":6,""3"":0,""4"":6,""5"":12,""6"":6,""7"":6,""8"":12,""9"":31},""Thursday"":{""0"":18,""1"":18,""10"":43,""11"":18,""12"":6,""13"":0,""14"":0,""15"":0,""16"":6,""17"":18,""18"":12,""19"":0,""2"":37,""20"":0,""21"":6,""22"":12,""23"":25,""3"":37,""4"":75,""5"":87,""6"":75,""7"":37,""8"":31,""9"":43},""Tuesday"":{""0"":31,""1"":6,""10"":25,""11"":37,""12"":43,""13"":18,""14"":12,""15"":12,""16"":31,""17"":31,""18"":18,""19"":18,""2"":0,""20"":56,""21"":68,""22"":93,""23"":56,""3"":6,""4"":18,""5"":6,""6"":0,""7"":12,""8"":12,""9"":31},""Wednesday"":{""0"":68,""1"":31,""10"":25,""11"":12,""12"":6,""13"":0,""14"":6,""15"":0,""16"":0,""17"":6,""18"":12,""19"":6,""2"":12,""20"":0,""21"":6,""22"":25,""23"":37,""3"":0,""4"":0,""5"":0,""6"":0,""7"":6,""8"":6,""9"":12}}",,0852-5590-9101,"RCJV+3J Bonto Makkio, Makassar City, South Sulawesi",2,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-5.169777,119.44412,https://lh5.googleusercontent.com/p/AF1QipNb1WwtaN0s8gQuTbbb7AGpzJw_I_3QhO_3wOs_=w408-h725-k-no,Asia/Makassar,,,"{""borough"":""Bonto Makkio, Rappocini"",""street"":""Jl. Monumen Emmy Saelan Lrg. 7"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031006,7371031
97432aae-4bc6-4f76-9a6f-4ed0e625ba8f,https://www.google.com/maps/place/Klinik+Alvaro+Care/data=!4m7!3m6!1s0x2dbee3665ff81743:0xcf52e2b49c2599c4!8m2!3d-5.167039!4d119.4443437!16s%2Fg%2F11fs_y5lys!19sChIJQxf4X2bjvi0RxJklnLTiUs8?authuser=0&hl=en&rclk=1,klinik alvaro care,Foot care,"Blok 20, Jl. Bonto Daeng Ngirate Stp. 3 No.25, RT.002/RW.06, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""4.00–6.00 pm""],""Monday"":[""4.00–6.00 pm""],""Saturday"":[""4.00–6.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""4.00–6.00 pm""],""Tuesday"":[""4.00–6.00 pm""],""Wednesday"":[""4.00–6.00 pm""]}",{},,0813-4278-7929,"RCMV+5P Bonto Makkio, Makassar City, South Sulawesi",4,4.8,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":3}",-5.167039,119.444344,https://lh5.googleusercontent.com/p/AF1QipNtypMzyWKTOnSacJfH9B7LeU3efz4hvb2aOIS7=w408-h408-k-no,Asia/Makassar,,,"{""borough"":""Bonto Makkio, Rappocini"",""street"":""Blok 20, Jl. Bonto Daeng Ngirate Stp. 3 No.25, RT.002/RW.06"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031005,7371031
a3f39cd3-b9af-4647-a544-aeb050afa744,https://www.google.com/maps/place/AA+BAR+PARFUM/data=!4m7!3m6!1s0x2dbee3312334d113:0x3425a8bf1855c7f!8m2!3d-5.1663681!4d119.4494349!16s%2Fg%2F11glwgby9f!19sChIJE9E0IzHjvi0Rf1yF8YtaQgM?authuser=0&hl=en&rclk=1,aa bar parfum,Perfume store,"Jl. Toddopuli Raya No.14, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""7.00 am–12.00 am""],""Monday"":[""7.00 am–12.00 am""],""Saturday"":[""7.00 am–12.00 am""],""Sunday"":[""7.00 am–12.00 am""],""Thursday"":[""7.00 am–12.00 am""],""Tuesday"":[""7.00 am–12.00 am""],""Wednesday"":[""7.00 am–12.00 am""]}","{""Friday"":{""10"":46,""11"":30,""12"":30,""13"":7,""14"":0,""15"":0,""16"":0,""17"":7,""18"":0,""19"":0,""20"":0,""21"":7,""22"":23,""23"":7,""6"":0,""7"":38,""8"":38,""9"":38},""Monday"":{""10"":38,""11"":23,""12"":30,""13"":46,""14"":53,""15"":38,""16"":15,""17"":0,""18"":0,""19"":0,""20"":7,""21"":23,""22"":23,""23"":46,""6"":0,""7"":23,""8"":15,""9"":15},""Saturday"":{""10"":15,""11"":23,""12"":7,""13"":0,""14"":0,""15"":7,""16"":15,""17"":15,""18"":38,""19"":15,""20"":15,""21"":0,""22"":0,""23"":7,""6"":0,""7"":0,""8"":7,""9"":15},""Sunday"":{""10"":46,""11"":69,""12"":61,""13"":23,""14"":15,""15"":15,""16"":38,""17"":38,""18"":23,""19"":23,""20"":53,""21"":46,""22"":38,""23"":30,""6"":0,""7"":61,""8"":38,""9"":38},""Thursday"":{""10"":30,""11"":46,""12"":23,""13"":7,""14"":0,""15"":0,""16"":7,""17"":30,""18"":23,""19"":38,""20"":30,""21"":15,""22"":0,""23"":0,""6"":0,""7"":46,""8"":53,""9"":30},""Tuesday"":{""10"":7,""11"":15,""12"":15,""13"":15,""14"":38,""15"":15,""16"":23,""17"":38,""18"":38,""19"":30,""20"":46,""21"":69,""22"":69,""23"":30,""6"":0,""7"":30,""8"":7,""9"":0},""Wednesday"":{""10"":15,""11"":30,""12"":76,""13"":61,""14"":38,""15"":15,""16"":15,""17"":7,""18"":0,""19"":0,""20"":7,""21"":38,""22"":38,""23"":46,""6"":0,""7"":100,""8"":61,""9"":23}}",,0811-4610-029,"RCMX+FQ Kassi-Kassi, Makassar City, South Sulawesi",26,4.4,"{""1"":2,""2"":0,""3"":2,""4"":3,""5"":19}",-5.166368,119.449435,https://lh5.googleusercontent.com/p/AF1QipN-h-G_2RGvEb0lr6sC87K-ZQ628W5pl-oju_kI=w426-h240-k-no,Asia/Makassar,,,"{""borough"":""Kassi-Kassi, Rappocini"",""street"":""Jl. Toddopuli Raya No.14"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031004,7371031
a3f39cd3-b9af-4647-a544-aeb050afa744,https://www.google.com/maps/place/Dirah+Shop+Parfum/data=!4m7!3m6!1s0x2dbee28a43590101:0x1fda74183f09ff82!8m2!3d-5.1769456!4d119.4374408!16s%2Fg%2F11gbw84zq9!19sChIJAQFZQ4rivi0Rgv8JPxh02h8?authuser=0&hl=en&rclk=1,dirah shop parfum,Perfume store,"RCFP+6XG Dirah Shop Parfum, Jalan Sultan Alauddin, GunungSari, Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222","{""Friday"":[""11.00 am–7.00 pm""],""Monday"":[""11.00 am–7.00 pm""],""Saturday"":[""11.00 am–7.00 pm""],""Sunday"":[""11.00 am–7.00 pm""],""Thursday"":[""11.00 am–7.00 pm""],""Tuesday"":[""11.00 am–7.00 pm""],""Wednesday"":[""11.00 am–7.00 pm""]}",{},,0821-8875-1741,,1,5.0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-5.176946,119.437441,https://lh5.googleusercontent.com/p/AF1QipOL4D3DaNh60EIHLUAzh3bbPMy2fznQ5xl4yDdW=w408-h544-k-no,Asia/Makassar,,,"{""borough"":""Gunung Sari, Rappocini"",""street"":""RCFP+6XG, Jalan Sultan Alauddin, GunungSari, Rappocini"",""city"":""Makassar City"",""postal_code"":""90222"",""state"":""South Sulawesi"",""country"":""ID""}",7371031001,7371031
a3f39cd3-b9af-4647-a544-aeb050afa744,https://www.google.com/maps/place/Berlian+Parfume+Jipang+Raya/data=!4m7!3m6!1s0x2dbee3c4ad398e01:0xce8b78014d356fce!8m2!3d-5.1822766!4d119.45031!16s%2Fg%2F11t8gfv1cy!19sChIJAY45rcTjvi0Rzm81TQF4i84?authuser=0&hl=en&rclk=1,berlian parfume jipang raya,Perfume store,"Jl. Jipang Raya No.67, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221","{""Friday"":[""9.00 am–10.00 pm""],""Monday"":[""9.00 am–10.00 pm""],""Saturday"":[""9.00 am–10.00 pm""],""Sunday"":[""9.00 am–10.00 pm""],""Thursday"":[""9.00 am–10.00 pm""],""Tuesday"":[""9.00 am–10.00 pm""],""Wednesday"":[""9.00 am–10.00 pm""]}","{""Friday"":{""10"":5,""11"":16,""12"":22,""13"":11,""14"":5,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""20"":5,""21"":11,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""10"":61,""11"":50,""12"":27,""13"":27,""14"":11,""15"":5,""16"":0,""17"":5,""18"":16,""19"":38,""20"":16,""21"":5,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":33},""Saturday"":{""10"":5,""11"":22,""12"":38,""13"":33,""14"":11,""15"":0,""16"":5,""17"":16,""18"":38,""19"":44,""20"":33,""21"":44,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":5},""Sunday"":{""10"":22,""11"":44,""12"":38,""13"":16,""14"":5,""15"":5,""16"":16,""17"":5,""18"":5,""19"":22,""20"":50,""21"":55,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":11},""Thursday"":{""10"":38,""11"":22,""12"":16,""13"":11,""14"":27,""15"":27,""16"":27,""17"":11,""18"":5,""19"":0,""20"":5,""21"":11,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":38},""Tuesday"":{""10"":11,""11"":5,""12"":11,""13"":27,""14"":61,""15"":72,""16"":38,""17"":33,""18"":38,""19"":55,""20"":50,""21"":72,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":27},""Wednesday"":{""10"":5,""11"":16,""12"":5,""13"":0,""14"":0,""15"":5,""16"":11,""17"":5,""18"":33,""19"":55,""20"":100,""21"":61,""22"":0,""23"":0,""6"":0,""7"":0,""8"":0,""9"":0}}",,0815-6398-2637,"RF92+34 Karunrung, Makassar City, South Sulawesi",32,4.9,"{""1"":0,""2"":0,""3"":1,""4"":0,""5"":31}",-5.182277,119.45031,https://lh5.googleusercontent.com/p/AF1QipOsHE4gB6y7Dugx4GF1LF5aO68ZELrpN6ivANLc=w426-h240-k-no,Asia/Makassar,,,"{""borough"":""Karunrung, Rappocini"",""street"":""Jl. Jipang Raya No.67"",""city"":""Makassar City"",""postal_code"":""90221"",""state"":""South Sulawesi"",""country"":""ID""}",7371031002,7371031
